PLEDGE_ID;ACQUISITIONDATE;PC6
88126;2/24/2022;2566WC
88127;2/26/2022;4824NW
88128;2/22/2022;2412AR
88129;2/21/2022;3711BM
88130;2/21/2022;3911SH
88131;2/23/2022;3067AZ
88132;2/22/2022;3544MG
88133;2/25/2022;4824KE
88134;2/22/2022;8925HP
88135;2/22/2022;3059MK
88136;2/21/2022;4041VP
88137;2/25/2022;3231CD
88138;2/21/2022;2991WG
88139;2/25/2022;8022NT
88140;2/24/2022;4301EX
88141;2/26/2022;2265DR
88142;2/25/2022;3059PC
88143;2/26/2022;4201BM
88144;2/24/2022;4614JH
88145;2/22/2022;2811LT
88146;2/26/2022;2959AS
88147;2/25/2022;4811NZ
88148;2/23/2022;3231VH
88149;2/25/2022;4811NZ
88150;2/25/2022;4824LB
88151;2/22/2022;3544MG
88152;2/25/2022;8022RE
88153;2/25/2022;3237KG
88154;2/25/2022;5232KL
88155;2/21/2022;4041VP
88156;2/25/2022;4824HZ
88157;2/22/2022;3544MG
88158;2/26/2022;2959AS
88159;2/24/2022;4625BG
88160;2/21/2022;2614ML
88161;2/22/2022;3544MK
88162;2/26/2022;4824NH
88163;2/25/2022;3059PL
88164;2/26/2022;2959AS
88165;2/25/2022;4824JG
88166;2/23/2022;3231CX
88167;2/23/2022;2566EL
88168;2/23/2022;3231VM
88169;2/26/2022;4201ZD
88170;2/21/2022;2614MG
88171;2/26/2022;2959AV
88172;2/22/2022;3628AH
88173;2/23/2022;5212TS
88174;2/25/2022;4824LD
88175;2/22/2022;3544ME
88176;2/25/2022;3059PA
88177;2/25/2022;3231AK
88178;2/26/2022;4201BA
88179;2/26/2022;4824NK
88180;2/25/2022;4811NZ
88181;2/21/2022;3911SL
88182;2/23/2022;3231XX
88183;2/21/2022;2566SB
88184;2/23/2022;3231CX
88185;2/22/2022;3059MK
88186;2/23/2022;8447AJ
88187;2/21/2022;3911SH
88188;2/24/2022;4311GA
88189;2/23/2022;4854CE
88190;2/26/2022;2272HM
88191;2/24/2022;4311EW
88192;2/25/2022;5232KL
88193;2/25/2022;3231CS
88194;2/22/2022;2412AV
88195;2/25/2022;3231KA
88196;2/24/2022;4625BK
88197;2/26/2022;4201BZ
88198;2/25/2022;3931WD
88199;2/21/2022;1093TP
88200;2/21/2022;1024XS
88201;2/21/2022;1024HA
88202;2/21/2022;1024JR
88203;2/21/2022;1093TK
88204;2/22/2022;1036KE
88205;2/21/2022;1024HM
88206;2/22/2022;1036KG
88207;2/21/2022;1024KM
88208;2/21/2022;1093EJ
88209;2/22/2022;1183EM
88210;2/21/2022;1093DM
88211;2/21/2022;1093TP
88212;2/21/2022;1024LP
88213;2/21/2022;1093ET
88214;2/22/2022;1183EH
88215;2/21/2022;1093EE
88216;2/21/2022;1093TK
88217;2/21/2022;1086ZR
88218;2/22/2022;1183GD
88219;2/21/2022;1024JV
88220;2/21/2022;1024MJ
88221;2/21/2022;1093TP
88222;2/22/2022;1022LC
88223;2/24/2022;1032LK
88224;2/22/2022;1036KC
88225;2/24/2022;1032LW
88226;2/22/2022;9742EB
88227;2/22/2022;1022LC
88228;2/23/2022;3555XV
88229;2/22/2022;1022LC
88230;2/22/2022;1018AC
88231;2/22/2022;1036KH
88232;2/24/2022;1032LP
88233;2/23/2022;3555XK
88234;2/22/2022;1022KK
88235;2/22/2022;1022LC
88236;2/22/2022;1036KC
88237;2/24/2022;1032LK
88238;2/22/2022;1022KE
88239;2/23/2022;3555XN
88240;2/23/2022;3554JJ
88241;2/22/2022;1022LC
88242;2/22/2022;1022LC
88243;2/23/2022;3554JE
88244;2/24/2022;1068JS
88245;2/24/2022;1032BW
88246;2/24/2022;1032LP
88247;2/24/2022;1095GX
88248;2/24/2022;1068LH
88249;2/24/2022;1068LH
88250;2/24/2022;1032LP
88251;2/24/2022;1511GB
88252;2/24/2022;1032BR
88253;2/24/2022;1068JM
88254;2/24/2022;1068JS
88255;2/24/2022;1079ML
88256;2/24/2022;1095BJ
88257;2/24/2022;1068LH
88258;2/24/2022;1035KV
88259;2/24/2022;1068JS
88260;2/24/2022;1035JN
88261;2/24/2022;1035LA
88262;2/24/2022;1035LC
88263;2/24/2022;1111NG
88264;2/25/2022;1060NV
88265;2/25/2022;1096GG
88266;2/24/2022;1111NT
88267;2/24/2022;2037LW
88268;2/25/2022;1060PJ
88269;2/24/2022;1095BJ
88270;2/24/2022;2036AH
88271;2/24/2022;2036PT
88272;2/25/2022;1066WK
88273;2/24/2022;1324ZN
88274;2/24/2022;2036PV
88275;2/24/2022;2036PR
88276;2/25/2022;1096GJ
88277;2/24/2022;2036SP
88278;2/24/2022;2036SP
88279;2/24/2022;1111NH
88280;2/25/2022;1096GJ
88281;2/24/2022;1111NM
88282;11/14/2022;1111NM
88283;2/24/2022;2037VL
88284;2/24/2022;2037RA
88285;2/24/2022;2035SB
88286;2/24/2022;1033SC
88287;2/26/2022;1035HG
88288;2/26/2022;1035HS
88289;2/26/2022;1033SC
88290;2/26/2022;1035HR
88291;2/26/2022;1035CM
88292;2/26/2022;1087CM
88293;2/26/2022;1087DE
88294;2/25/2022;1096DT
88295;2/25/2022;1066WK
88296;2/26/2022;1087AV
88297;2/26/2022;1087DE
88298;11/2/2022;1087DE
88299;2/25/2022;1096GJ
88300;2/26/2022;1087DE
88301;2/26/2022;1087EM
88302;2/25/2022;1096DT
88303;2/26/2022;1562WZ
88304;2/26/2022;1035CL
88305;2/26/2022;1087CB
88306;2/26/2022;1035SH
88307;2/26/2022;1339MG
88308;2/26/2022;1035VR
88309;2/26/2022;1096GJ
88310;2/26/2022;1096CN
88311;2/26/2022;1033SC
88312;2/25/2022;1066WJ
88313;2/26/2022;1096AD
88314;2/26/2022;1033SC
88315;2/26/2022;1111KG
88316;2/26/2022;1033HT
88317;2/26/2022;1111KP
88318;2/26/2022;1111KJ
88319;2/26/2022;1082GP
88320;2/26/2022;1096GJ
88321;2/26/2022;1096GJ
88322;2/26/2022;1096CR
88323;2/26/2022;1033SC
88324;2/26/2022;1096CJ
88325;2/26/2022;1111HA
88326;2/26/2022;1033HS
88327;2/26/2022;1096GJ
88328;2/26/2022;1097DN
88329;2/26/2022;1111HA
88330;2/26/2022;1111HA
88331;2/26/2022;1033SC
88332;2/26/2022;1033SC
88333;2/26/2022;1033SC
88334;2/26/2022;2042CN
88335;2/26/2022;1111KG
88336;2/26/2022;2042GJ
88337;2/26/2022;2042EJ
88338;2/26/2022;2042CA
88339;2/26/2022;2042CN
88340;2/26/2022;2042CN
88341;12/23/2022;6336AW
88342;10/15/2022;7007MR
88343;10/20/2022;3511XM
88344;10/4/2022;2106ED
88345;8/19/2022;1062KT
88346;6/13/2022;2593XN
88347;12/24/2022;8052CA
88348;12/14/2022;1151BT
88349;12/2/2022;3328ZJ
88350;8/15/2022;7325HD
88351;8/13/2022;3824JA
88352;11/16/2022;1069DA
88353;10/27/2022;6955AT
88354;11/24/2022;4851VK
88355;7/7/2022;4382BP
88356;12/20/2022;3147PL
88357;6/11/2022;1095VE
88358;9/7/2022;1068KC
88359;8/25/2022;5621GD
88360;9/23/2022;1399GR
88361;3/1/2022;9084AX
88362;2/28/2022;2742EX
88363;3/1/2022;5615HK
88364;3/1/2022;8917EE
88365;12/14/2022;8917EE
88366;3/1/2022;5615HJ
88367;3/1/2022;2805DP
88368;3/1/2022;5615HP
88369;3/1/2022;8917EG
88370;3/1/2022;8917EH
88371;3/1/2022;2742LL
88372;3/1/2022;5615HP
88373;3/1/2022;2742BN
88374;2/28/2022;2742EX
88375;3/1/2022;8917EL
88376;3/1/2022;5615HL
88377;3/1/2022;6001VX
88378;3/1/2022;2742BP
88379;3/1/2022;5651HA
88380;3/1/2022;2741EG
88381;3/1/2022;5651HP
88382;3/1/2022;5651HR
88383;12/16/2022;5651HR
88384;3/1/2022;5651HR
88385;3/1/2022;5651HP
88386;3/1/2022;8916EW
88387;3/1/2022;8916EX
88388;3/1/2022;5651HA
88389;3/2/2022;1852BK
88390;3/1/2022;2806JH
88391;3/1/2022;2806JA
88392;3/2/2022;1852CM
88393;3/1/2022;2806JS
88394;3/1/2022;5651HP
88395;3/1/2022;8917CW
88396;3/1/2022;5641HB
88397;3/2/2022;8921BP
88398;3/2/2022;1852AB
88399;3/2/2022;4706KZ
88400;3/2/2022;4854GL
88401;3/2/2022;4841AR
88402;3/2/2022;1852CM
88403;3/2/2022;4706KJ
88404;3/2/2022;1852RA
88405;3/2/2022;8921CB
88406;3/2/2022;4706KV
88407;3/2/2022;4841AR
88408;3/2/2022;4854GL
88409;3/2/2022;1852AB
88410;3/2/2022;6658LP
88411;3/2/2022;8921AE
88412;3/2/2022;1852RD
88413;3/2/2022;1852RA
88414;2/28/2022;2691EH
88415;3/2/2022;8921CA
88416;3/2/2022;4702AJ
88417;3/2/2022;1851JA
88418;3/2/2022;1851JA
88419;2/28/2022;3136CH
88420;3/2/2022;4841AV
88421;3/2/2022;4841AT
88422;3/2/2022;4706KZ
88423;3/2/2022;4706LT
88424;3/2/2022;4706LR
88425;3/2/2022;1851HC
88426;3/2/2022;4841AT
88427;3/2/2022;4706JZ
88428;3/2/2022;8917BA
88429;3/2/2022;4706LP
88430;3/2/2022;8921AN
88431;2/28/2022;2691EK
88432;3/2/2022;4854GR
88433;3/2/2022;4706JW
88434;3/2/2022;4706JZ
88435;3/2/2022;1782HB
88436;3/2/2022;8917BL
88437;2/28/2022;3135GD
88438;3/2/2022;1851HC
88439;3/2/2022;4841XH
88440;2/28/2022;8922CE
88441;3/2/2022;8917BM
88442;2/28/2022;3137DC
88443;3/2/2022;1851HE
88444;3/2/2022;8917BT
88445;3/2/2022;4908DL
88446;3/2/2022;4834VD
88447;3/2/2022;4706LE
88448;3/2/2022;1851HE
88449;3/2/2022;4814BW
88450;3/2/2022;8917CH
88451;3/2/2022;8917CK
88452;3/2/2022;1851HC
88453;3/2/2022;8917AR
88454;3/3/2022;3311XE
88455;2/28/2022;8922AZ
88456;3/2/2022;4841VS
88457;3/2/2022;4834VD
88458;3/2/2022;4814BK
88459;3/2/2022;4702EV
88460;3/3/2022;6525RT
88461;3/2/2022;6717LP
88462;3/2/2022;8917CG
88463;3/3/2022;2742PB
88464;3/2/2022;4814BZ
88465;3/2/2022;8917BH
88466;3/3/2022;5324CB
88467;3/3/2022;3155PB
88468;3/3/2022;6525PR
88469;3/3/2022;6525RV
88470;3/2/2022;1852AV
88471;3/4/2022;3985PL
88472;3/3/2022;5324AX
88473;3/2/2022;4823EA
88474;3/3/2022;5324CB
88475;3/3/2022;3319LM
88476;3/3/2022;3319LM
88477;3/3/2022;3155WD
88478;3/3/2022;6525PL
88479;2/28/2022;8922AZ
88480;3/3/2022;5321SC
88481;3/3/2022;3315EC
88482;3/3/2022;2743MP
88483;3/3/2022;6525RC
88484;3/3/2022;2743ER
88485;3/4/2022;3433CE
88486;3/3/2022;6525PP
88487;2/28/2022;2742GL
88488;3/4/2022;6265AD
88489;3/4/2022;4811SG
88490;3/3/2022;2743EP
88491;3/3/2022;6525SJ
88492;3/4/2022;4818NA
88493;3/3/2022;3319HE
88494;3/3/2022;6525RP
88495;3/4/2022;6227XK
88496;3/4/2022;9111HC
88497;3/4/2022;9111HC
88498;3/4/2022;9111HD
88499;3/4/2022;6226BC
88500;3/4/2022;6217LV
88501;3/3/2022;6525SK
88502;3/4/2022;4702HH
88503;3/4/2022;3433CR
88504;2/28/2022;3136CV
88505;3/4/2022;1262AD
88506;3/4/2022;4702TB
88507;3/5/2022;2101TV
88508;3/4/2022;4811PX
88509;3/3/2022;6921MS
88510;3/4/2022;3432RC
88511;3/4/2022;1262AH
88512;3/4/2022;1262AT
88513;3/4/2022;9111GK
88514;3/4/2022;9112HH
88515;3/4/2022;4819AB
88516;3/4/2022;9112HL
88517;3/4/2022;4811RL
88518;3/4/2022;1262AP
88519;3/4/2022;4818PK
88520;3/4/2022;4702PW
88521;3/4/2022;1262AT
88522;3/5/2022;9717JD
88523;3/4/2022;9077SG
88524;2/28/2022;8922GN
88525;3/4/2022;4818LP
88526;3/4/2022;9112HE
88527;3/5/2022;9717JC
88528;3/4/2022;9112HJ
88529;3/5/2022;9717HP
88530;3/4/2022;1261WC
88531;2/28/2022;8922AJ
88532;2/28/2022;2691TE
88533;3/5/2022;2132CD
88534;3/5/2022;4571JM
88535;3/5/2022;4731NC
88536;3/5/2022;9714JL
88537;3/4/2022;4818LJ
88538;3/5/2022;9717JD
88539;3/4/2022;9112HL
88540;3/4/2022;3401AV
88541;3/5/2022;9717KJ
88542;12/23/2022;9717KJ
88543;2/28/2022;3136CK
88544;3/5/2022;9717KB
88545;2/28/2022;3137DC
88546;3/5/2022;9717KJ
88547;12/23/2022;9717KJ
88548;3/4/2022;4818PH
88549;3/5/2022;9717KC
88550;3/5/2022;2131AN
88551;3/5/2022;2131BM
88552;2/28/2022;4906LJ
88553;2/28/2022;3136BG
88554;3/5/2022;4531BJ
88555;3/5/2022;4731BV
88556;3/5/2022;4537PC
88557;3/5/2022;1871VC
88558;3/5/2022;4731WV
88559;3/5/2022;9717HJ
88560;3/5/2022;2131AT
88561;3/5/2022;4587AH
88562;3/5/2022;4571JP
88563;2/28/2022;4906LE
88564;11/9/2022;4906LE
88565;3/5/2022;9717LJ
88566;2/28/2022;2676VA
88567;3/5/2022;1946ZR
88568;3/5/2022;4537PN
88569;2/28/2022;2742EZ
88570;2/28/2022;8922EB
88571;2/28/2022;9269TL
88572;3/5/2022;4537PT
88573;3/5/2022;9714BJ
88574;3/5/2022;4532AA
88575;3/5/2022;9714HC
88576;3/5/2022;4537PB
88577;3/5/2022;4571JH
88578;3/5/2022;9714BH
88579;3/5/2022;9714HR
88580;3/5/2022;9714BG
88581;3/5/2022;9714JR
88582;2/28/2022;3136BA
88583;3/5/2022;9714HD
88584;3/5/2022;9714HA
88585;3/5/2022;9714JS
88586;3/5/2022;9714AL
88587;2/28/2022;8921VB
88588;3/5/2022;2132NG
88589;2/28/2022;4906LT
88590;2/28/2022;3136BP
88591;2/28/2022;2742AK
88592;3/5/2022;4731ZB
88593;2/28/2022;3136BH
88594;3/5/2022;5623CK
88595;2/28/2022;2741GJ
88596;2/28/2022;3136BN
88597;2/28/2022;4906LK
88598;2/28/2022;3136BJ
88599;2/28/2022;2676BJ
88600;2/28/2022;4906LC
88601;3/5/2022;4731CJ
88602;2/28/2022;2678PK
88603;3/5/2022;4731NJ
88604;2/28/2022;2678XH
88605;2/28/2022;8922CN
88606;2/28/2022;4906GC
88607;2/28/2022;2678VG
88608;2/28/2022;4906LA
88609;2/28/2022;4906LC
88610;2/28/2022;8921VD
88611;2/28/2022;2741GH
88612;2/28/2022;8921VJ
88613;2/28/2022;4906LJ
88614;2/28/2022;3136BD
88615;2/28/2022;2676TX
88616;2/28/2022;3136CA
88617;3/1/2022;6002VD
88618;2/28/2022;2676TX
88619;3/1/2022;4811TM
88620;3/1/2022;6001HD
88621;3/1/2022;6001VP
88622;3/1/2022;6001HE
88623;2/28/2022;2676TX
88624;3/1/2022;6002VK
88625;2/28/2022;3137DK
88626;3/1/2022;6001HD
88627;3/1/2022;6002VJ
88628;3/1/2022;6001VX
88629;2/28/2022;3137DC
88630;3/1/2022;6002VV
88631;2/28/2022;1064AH
88632;3/1/2022;1069DP
88633;2/28/2022;1064AG
88634;3/1/2022;1944WN
88635;2/28/2022;1064AG
88636;2/28/2022;1013BD
88637;2/28/2022;1064AL
88638;2/28/2022;1064CZ
88639;2/28/2022;1014ZB
88640;2/28/2022;1013BD
88641;2/28/2022;1014ZB
88642;2/28/2022;1014ZE
88643;2/28/2022;1064AR
88644;2/28/2022;1014ZB
88645;2/28/2022;1013CZ
88646;2/28/2022;1014ZC
88647;3/1/2022;1069DP
88648;2/28/2022;1014ZE
88649;2/28/2022;1014ZB
88650;2/28/2022;1064CX
88651;2/28/2022;1014ZC
88652;2/28/2022;1064CW
88653;3/1/2022;1069MP
88654;2/28/2022;1064AJ
88655;3/2/2022;1062KT
88656;3/2/2022;1062KS
88657;3/2/2022;1062KS
88658;3/1/2022;1112GT
88659;3/2/2022;1058GD
88660;3/1/2022;1112JJ
88661;3/2/2022;1062KS
88662;3/1/2022;1112GN
88663;3/2/2022;1062KT
88664;3/1/2022;1111GP
88665;3/2/2022;1062KT
88666;3/2/2022;1062KS
88667;3/1/2022;1112GP
88668;3/1/2022;1111ME
88669;3/1/2022;1112GC
88670;3/2/2022;1062KS
88671;3/2/2022;1062KT
88672;3/2/2022;1062KT
88673;3/1/2022;1112GT
88674;3/1/2022;1112EB
88675;3/2/2022;1062KT
88676;3/3/2022;1065VA
88677;3/2/2022;1062KT
88678;3/3/2022;1061VH
88679;3/3/2022;1273AX
88680;3/4/2022;1025RH
88681;3/3/2022;1061VG
88682;3/3/2022;1141ZN
88683;3/3/2022;1061VH
88684;3/3/2022;1273BP
88685;3/3/2022;1065TZ
88686;3/4/2022;1025RW
88687;3/3/2022;1065TV
88688;3/3/2022;1273BP
88689;3/3/2022;1271CT
88690;3/3/2022;1061VH
88691;3/3/2022;1061SC
88692;3/3/2022;1273XK
88693;3/3/2022;1061VG
88694;3/3/2022;1065BH
88695;3/3/2022;1061SB
88696;3/3/2022;1273MN
88697;3/5/2022;1324ZD
88698;3/5/2022;3831BR
88699;3/4/2022;2035EM
88700;3/4/2022;2035EM
88701;3/4/2022;2035RT
88702;3/5/2022;1324XZ
88703;3/5/2022;1081GG
88704;3/4/2022;1066XH
88705;3/4/2022;1077MD
88706;3/4/2022;1121DE
88707;3/4/2022;2035EM
88708;3/4/2022;2035EL
88709;3/4/2022;1077KG
88710;3/4/2022;2035EM
88711;3/5/2022;1324ZN
88712;3/4/2022;2035EK
88713;3/5/2022;1324XS
88714;3/3/2022;1271GC
88715;3/4/2022;1066XG
88716;3/4/2022;2035RV
88717;3/5/2022;1081GG
88718;3/4/2022;1121CM
88719;3/5/2022;1381GH
88720;3/5/2022;1098XD
88721;3/5/2022;1383KN
88722;3/5/2022;1185HR
88723;3/5/2022;1087LN
88724;3/5/2022;1087LN
88725;3/5/2022;1052T
88726;3/5/2022;1098HD
88727;3/5/2022;1087NH
88728;3/5/2022;1098HD
88729;3/5/2022;1087NJ
88730;3/5/2022;1098XD
88731;3/5/2022;1087LN
88732;3/5/2022;1381GR
88733;3/5/2022;1081GG
88734;8/17/2022;1081GG
88735;3/5/2022;1081GC
88736;3/5/2022;1381GK
88737;3/5/2022;1087NE
88738;3/5/2022;1383KC
88739;3/5/2022;1087LS
88740;3/4/2022;1121DE
88741;3/5/2022;1018SP
88742;3/5/2022;1383EK
88743;3/5/2022;1381GD
88744;3/5/2022;1098XB
88745;3/2/2022;2513EH
88746;3/2/2022;2513CJ
88747;2/28/2022;2517XR
88748;2/28/2022;2517VV
88749;3/2/2022;2518CA
88750;3/2/2022;2518CK
88751;3/2/2022;2513CR
88752;3/10/2022;2517JJ
88753;3/7/2022;2564JR
88754;3/10/2022;2517JH
88755;3/7/2022;2564CP
88756;3/7/2022;2564RW
88757;3/7/2022;8802RR
88758;3/12/2022;8061DH
88759;3/9/2022;4817LZ
88760;3/12/2022;8061DJ
88761;3/11/2022;3531GV
88762;3/10/2022;4793BX
88763;3/11/2022;5258JA
88764;3/10/2022;5261TH
88765;3/7/2022;5212VB
88766;3/7/2022;8802DL
88767;3/7/2022;4847SM
88768;3/12/2022;4847GR
88769;3/12/2022;3328KP
88770;3/11/2022;5122CJ
88771;3/10/2022;4793BZ
88772;3/8/2022;4617GB
88773;3/12/2022;4847GN
88774;3/10/2022;6165BX
88775;3/10/2022;8921NN
88776;3/10/2022;6814MB
88777;3/7/2022;9003MC
88778;3/7/2022;3069WH
88779;3/7/2022;8802RW
88780;3/12/2022;8917HE
88781;3/12/2022;4847GR
88782;3/10/2022;4793EV
88783;3/7/2022;8802DK
88784;3/11/2022;3531GV
88785;3/10/2022;3286AG
88786;3/9/2022;8448PH
88787;3/11/2022;3583XD
88788;3/9/2022;5616AD
88789;3/11/2022;5122KN
88790;3/10/2022;1741MA
88791;3/11/2022;4537AG
88792;3/12/2022;8933DT
88793;3/8/2022;4611JR
88794;3/11/2022;5621AJ
88795;3/10/2022;6042NJ
88796;3/7/2022;2341TZ
88797;3/11/2022;4531HE
88798;3/11/2022;3531EM
88799;3/12/2022;8933CG
88800;3/8/2022;4617GA
88801;3/12/2022;3062JJ
88802;3/7/2022;2341JP
88803;10/21/2022;2341JP
88804;3/8/2022;4333KV
88805;3/10/2022;3286AM
88806;3/9/2022;5616BD
88807;3/12/2022;3328NA
88808;3/11/2022;5275LJ
88809;3/7/2022;8802PK
88810;3/10/2022;6161HN
88811;3/11/2022;1115BE
88812;3/12/2022;3207KL
88813;3/10/2022;6165SP
88814;3/12/2022;2317VW
88815;3/8/2022;4333KT
88816;3/7/2022;9088AE
88817;3/12/2022;5804VV
88818;3/7/2022;9088AX
88819;3/12/2022;3207KK
88820;3/10/2022;3286AV
88821;3/11/2022;5624NP
88822;3/11/2022;5122CC
88823;3/12/2022;8061DJ
88824;3/12/2022;8933DW
88825;3/12/2022;3207VL
88826;3/10/2022;4793CC
88827;3/10/2022;4793CC
88828;3/10/2022;4793BV
88829;3/10/2022;6045KW
88830;3/11/2022;5121EK
88831;3/12/2022;5243TD
88832;3/7/2022;9088AH
88833;3/10/2022;6045KZ
88834;3/10/2022;4793BS
88835;3/12/2022;8061BV
88836;3/11/2022;5258JE
88837;3/12/2022;3062SG
88838;3/12/2022;5804VS
88839;3/9/2022;4811DA
88840;3/12/2022;9263RE
88841;3/11/2022;6706AN
88842;3/11/2022;5258HN
88843;3/11/2022;5654AN
88844;3/7/2022;9088AJ
88845;3/12/2022;3207VC
88846;3/10/2022;5261GG
88847;3/7/2022;5212PH
88848;3/12/2022;2317HW
88849;3/8/2022;4617GA
88850;8/16/2022;4617GA
88851;3/10/2022;6165EL
88852;3/9/2022;4811EZ
88853;3/12/2022;4847GR
88854;3/8/2022;4617GE
88855;3/12/2022;3328DS
88856;3/11/2022;5258MC
88857;3/12/2022;2318XJ
88858;3/7/2022;5213HR
88859;3/8/2022;4611JR
88860;3/12/2022;3328DE
88861;3/11/2022;5275LG
88862;3/10/2022;3286BL
88863;3/10/2022;6042NT
88864;3/11/2022;5122CJ
88865;3/12/2022;8917HB
88866;3/12/2022;9263RM
88867;3/11/2022;5258MJ
88868;3/12/2022;5241XW
88869;3/12/2022;5804VV
88870;3/10/2022;1741MW
88871;3/10/2022;6165BW
88872;3/12/2022;2661GK
88873;3/10/2022;5261TB
88874;3/12/2022;3328VB
88875;3/7/2022;5212NK
88876;3/11/2022;4531EC
88877;3/8/2022;4333KS
88878;3/10/2022;4793CM
88879;3/11/2022;5263BN
88880;3/8/2022;5171RA
88881;3/12/2022;9263PR
88882;3/10/2022;5261RX
88883;3/9/2022;8855HB
88884;3/12/2022;8917HA
88885;3/7/2022;2761PB
88886;3/7/2022;2341VL
88887;3/8/2022;5246GZ
88888;3/12/2022;4906ME
88889;11/1/2022;4906ME
88890;3/11/2022;5263AB
88891;11/18/2022;5263AB
88892;3/12/2022;4847GR
88893;3/8/2022;3531SX
88894;3/10/2022;6045KW
88895;3/12/2022;8061DE
88896;3/12/2022;9263RR
88897;3/12/2022;5804BH
88898;3/11/2022;3531EM
88899;11/25/2022;1182BZ
88900;3/15/2022;6843WR
88901;3/20/2022;1111GN
88902;3/17/2022;1106HR
88903;3/17/2022;5021GX
88904;3/19/2022;3328AZ
88905;3/21/2022;5104KC
88906;6/30/2022;3755SK
88907;7/12/2022;2343BC
88908;3/14/2022;6538GP
88909;3/14/2022;1261XN
88910;3/14/2022;5231HS
88911;3/14/2022;5237TD
88912;3/14/2022;6538GP
88913;3/14/2022;1261XM
88914;3/14/2022;5223GB
88915;3/14/2022;3471GS
88916;3/14/2022;5237SL
88917;3/14/2022;3471XA
88918;3/14/2022;5212PH
88919;3/14/2022;1054TS
88920;3/14/2022;3471XA
88921;3/14/2022;5223AV
88922;3/14/2022;5211SB
88923;3/14/2022;1272JH
88924;3/14/2022;2441AJ
88925;3/14/2022;1075GK
88926;3/14/2022;2441DC
88927;3/14/2022;2441AS
88928;3/14/2022;1054TR
88929;3/14/2022;2441AJ
88930;3/14/2022;1261EE
88931;3/14/2022;2807DM
88932;3/14/2022;1261BP
88933;3/14/2022;1054XS
88934;3/14/2022;2435WW
88935;3/15/2022;2241VM
88936;3/15/2022;9005ME
88937;3/15/2022;4826GB
88938;3/15/2022;4826GB
88939;3/15/2022;2241VX
88940;3/15/2022;2241XJ
88941;3/15/2022;2516KC
88942;3/14/2022;1261EA
88943;3/14/2022;2441AG
88944;3/15/2022;2241VX
88945;3/14/2022;2441AD
88946;3/15/2022;5213JA
88947;3/14/2022;1261BE
88948;3/14/2022;2441EL
88949;3/15/2022;2171CC
88950;3/15/2022;9005NP
88951;3/15/2022;4213CL
88952;3/15/2022;4814NC
88953;3/15/2022;5052HN
88954;3/15/2022;9005ND
88955;3/15/2022;6843VL
88956;3/15/2022;2161XH
88957;3/15/2022;9005MB
88958;3/15/2022;2171LW
88959;3/15/2022;6843VD
88960;3/15/2022;4816BT
88961;3/15/2022;2171CB
88962;3/15/2022;5211CL
88963;3/15/2022;4814NC
88964;3/15/2022;3832CR
88965;3/15/2022;4814NX
88966;3/15/2022;4814NC
88967;3/15/2022;4814NC
88968;3/15/2022;4814NC
88969;3/15/2022;9005NW
88970;3/15/2022;3818NA
88971;3/15/2022;2171BG
88972;3/15/2022;6843WZ
88973;3/15/2022;9003LP
88974;3/15/2022;9005NC
88975;3/15/2022;5052HC
88976;3/15/2022;4815CG
88977;3/15/2022;4814NC
88978;3/15/2022;4213CZ
88979;3/15/2022;4213CX
88980;3/15/2022;2172SJ
88981;3/15/2022;9005PN
88982;3/15/2022;9005PR
88983;3/15/2022;4213DA
88984;3/15/2022;4814NC
88985;3/15/2022;2171GM
88986;3/15/2022;5211CS
88987;3/15/2022;9005PN
88988;3/15/2022;4814NC
88989;11/18/2022;4814NC
88990;3/15/2022;5052HK
88991;3/15/2022;4814NC
88992;3/15/2022;5052HC
88993;3/15/2022;9005PS
88994;3/15/2022;4815CG
88995;3/16/2022;3514HC
88996;3/15/2022;2172SJ
88997;3/15/2022;2171AA
88998;3/15/2022;5052HC
88999;3/15/2022;5052HK
89000;3/16/2022;3515BS
89001;3/15/2022;5052HC
89002;3/15/2022;8939AC
89003;3/15/2022;5223WB
89004;3/15/2022;5052HP
89005;3/15/2022;3818PA
89006;3/15/2022;9005NH
89007;3/15/2022;2171BA
89008;3/15/2022;4815EE
89009;3/15/2022;2171BK
89010;3/15/2022;3818BA
89011;3/15/2022;9005NJ
89012;3/15/2022;2171XK
89013;3/15/2022;9005PA
89014;3/15/2022;2172SB
89015;3/15/2022;4207AJ
89016;3/16/2022;3581WE
89017;3/15/2022;6843WG
89018;3/15/2022;6843WT
89019;3/16/2022;1261VK
89020;3/16/2022;3515XS
89021;3/15/2022;5052HP
89022;3/15/2022;4213DB
89023;3/16/2022;3515BE
89024;3/15/2022;9005PV
89025;3/16/2022;1223EZ
89026;3/16/2022;1261JK
89027;3/16/2022;1506KW
89028;3/16/2022;1261VD
89029;3/16/2022;1261VD
89030;3/16/2022;3515AM
89031;3/16/2022;1261VR
89032;3/16/2022;1261VC
89033;3/16/2022;1251PA
89034;3/16/2022;5281AX
89035;3/16/2022;1261TJ
89036;3/16/2022;3904AE
89037;3/16/2022;1261TE
89038;3/16/2022;1261VL
89039;3/16/2022;3905BJ
89040;3/16/2022;3514AB
89041;3/16/2022;3905LD
89042;3/16/2022;3514XV
89043;3/16/2022;8914AN
89044;3/16/2022;3904BB
89045;3/16/2022;1251GK
89046;3/16/2022;1251GK
89047;3/16/2022;3905BB
89048;3/16/2022;8916GV
